Index,Species,Type1,Type2,Ability1,Ability2,Ability3,level,base_experience,HP,Attack,Defence,Sp.Attack,Sp.Defence,Speed,Total,Weight,Height,Seed Type,Egg Type1,Egg Type2,Moves
95,Onix,Rock,Ground,Rock Head,Sturdy,Weak Armor,50,77,35,45,160,30,45,70,385,463.0 lbs.,"28'10""",Rock Snake Pokémon,Mineral,NULL,"bind, slam, headbutt, tackle, body-slam, take-down, double-edge, roar, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, screech, double-team, harden, defense-curl, bide, self-destruct, skull-bash, explosion, rest, rock-slide, substitute, snore, curse, flail, protect, scary-face, mud-slap, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, dragon-breath, iron-tail, hidden-power, twister, sunny-day, psych-up, ancient-power, rock-smash, torment, facade, nature-power, taunt, secret-power, mud-sport, rock-tomb, sand-tomb, block, dragon-dance, rock-blast, gyro-ball, natural-gift, payback, rock-polish, dragon-pulse, earth-power, flash-cannon, rock-climb, iron-head, stone-edge, captivate, stealth-rock, head-smash, wide-guard, smack-down, heavy-slam, round, bulldoze, dragon-tail, drill-run, rototiller, confide, high-horsepower, brutal-swing, stomping-tantrum, body-press, breaking-swipe, meteor-beam, scorching-sands"
96,Drowzee,Psychic,NULL,Insomnia,Forewarn,Inner Focus,50,66,60,48,45,43,90,42,328,71.4 lbs.,"3'03""",Hypnosis Pokémon,Human-Like,NULL,"pound, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, psybeam, submission, low-kick, counter, seismic-toss, thunder-wave, toxic, confusion, psychic, hypnosis, meditate, rage, teleport, night-shade, mimic, double-team, barrier, light-screen, haze, reflect, bide, metronome, swift, skull-bash, dream-eater, poison-gas, flash, psywave, rest, tri-attack, substitute, thief, mind-reader, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, flatter, facade, focus-punch, taunt, helping-hand, trick, role-play, assist, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, imprison, snatch, secret-power, signal-beam, calm-mind, wake-up-slap, natural-gift, fling, guard-swap, drain-punch, focus-blast, nasty-plot, psycho-cut, zen-headbutt, trick-room, captivate, grass-knot, power-split, psyshock, telekinesis, magic-room, synchronoise, low-sweep, foul-play, round, stored-power, ally-switch, draining-kiss, confide, dazzling-gleam, power-up-punch, psychic-terrain, expanding-force, tera-blast, trailblaze, psychic-noise"
97,Hypno,Psychic,NULL,Insomnia,Forewarn,Inner Focus,50,169,85,73,70,73,115,67,483,166.7 lbs.,"5'03""",Hypnosis Pokémon,Human-Like,NULL,"pound, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, psybeam, hyper-beam, submission, low-kick, counter, seismic-toss, thunder-wave, toxic, confusion, psychic, hypnosis, meditate, rage, teleport, night-shade, mimic, double-team, confuse-ray, barrier, light-screen, haze, reflect, bide, metronome, swift, skull-bash, dream-eater, poison-gas, flash, psywave, rest, tri-attack, substitute, thief, mind-reader, nightmare, snore, curse, protect, scary-face, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, facade, focus-punch, taunt, helping-hand, trick, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, imprison, snatch, secret-power, signal-beam, calm-mind, wake-up-slap, natural-gift, fling, drain-punch, focus-blast, switcheroo, giga-impact, nasty-plot, zen-headbutt, trick-room, captivate, grass-knot, psyshock, telekinesis, magic-room, synchronoise, low-sweep, foul-play, round, stored-power, ally-switch, hex, draining-kiss, confide, dazzling-gleam, power-up-punch, psychic-terrain, body-press, expanding-force, tera-blast, trailblaze, psychic-noise"
98,Krabby,Water,NULL,Hyper Cutter,Shell Armor,Sheer Force,50,65,30,105,90,25,25,50,325,14.3 lbs.,"1'04""",River Crab Pokémon,Water 3,NULL,"vice-grip, guillotine, swords-dance, cut, slam, stomp, headbutt, body-slam, take-down, double-edge, leer, water-gun, surf, ice-beam, blizzard, bubble-beam, strength, dig, toxic, agility, rage, mimic, double-team, harden, haze, bide, amnesia, bubble, crabhammer, rest, rock-slide, slash, substitute, thief, snore, curse, flail, protect, mud-slap, icy-wind, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, metal-claw, hidden-power, rain-dance, ancient-power, rock-smash, whirlpool, hail, facade, superpower, brick-break, knock-off, secret-power, dive, mud-sport, rock-tomb, tickle, iron-defense, mud-shot, water-pulse, hammer-arm, brine, natural-gift, fling, night-slash, x-scissor, captivate, hone-claws, round, chip-away, ally-switch, scald, razor-shell, confide, liquidation"
99,Kingler,Water,NULL,Hyper Cutter,Shell Armor,Sheer Force,50,166,55,130,115,50,50,75,475,132.3 lbs.,"4'03""",Pincer Pokémon,Water 3,NULL,"vice-grip, guillotine, swords-dance, cut, slam, stomp, headbutt, body-slam, take-down, double-edge, leer, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, strength, dig, toxic, agility, rage, mimic, double-team, harden, bide, amnesia, bubble, crabhammer, rest, rock-slide, substitute, thief, snore, curse, flail, protect, mud-slap, icy-wind, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, metal-claw, hidden-power, rain-dance, ancient-power, rock-smash, whirlpool, hail, facade, superpower, brick-break, knock-off, secret-power, dive, mud-sport, rock-tomb, iron-defense, mud-shot, water-pulse, hammer-arm, brine, natural-gift, fling, x-scissor, giga-impact, captivate, hone-claws, wide-guard, round, ally-switch, scald, quash, razor-shell, confide, high-horsepower, brutal-swing, stomping-tantrum, liquidation"
100,Voltorb,Electric,NULL,Soundproof,Static,Aftermath,50,66,40,30,50,55,55,100,330,22.9 lbs.,"1'08""",Ball Pokémon,Mineral,NULL,"headbutt, tackle, take-down, double-edge, sonic-boom, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, agility, rage, teleport, mimic, screech, double-team, light-screen, reflect, bide, self-destruct, swift, flash, explosion, rest, substitute, thief, snore, curse, protect, zap-cannon, endure, rollout, swagger, spark, sleep-talk, return, frustration, hidden-power, rain-dance, mirror-coat, torment, facade, charge, taunt, helping-hand, magic-coat, recycle, secret-power, metal-sound, signal-beam, shock-wave, gyro-ball, natural-gift, sucker-punch, magnet-rise, discharge, charge-beam, electro-ball, foul-play, round, volt-switch, electroweb, wild-charge, confide, eerie-impulse, electric-terrain, tera-blast"
101,Electrode,Electric,NULL,Soundproof,Static,Aftermath,50,172,60,50,70,80,80,150,490,146.8 lbs.,"3'11""",Ball Pokémon,Mineral,NULL,"headbutt, tackle, take-down, double-edge, sonic-boom, hyper-beam, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, agility, rage, teleport, mimic, screech, double-team, light-screen, reflect, bide, self-destruct, swift, skull-bash, flash, explosion, rest, substitute, thief, snore, curse, protect, scary-face, zap-cannon, endure, rollout, swagger, spark, sleep-talk, return, frustration, hidden-power, rain-dance, mirror-coat, torment, facade, charge, taunt, helping-hand, magic-coat, secret-power, metal-sound, signal-beam, shock-wave, gyro-ball, natural-gift, sucker-punch, magnet-rise, giga-impact, discharge, charge-beam, telekinesis, electro-ball, foul-play, round, volt-switch, electroweb, wild-charge, confide, eerie-impulse, magnetic-flux, electric-terrain, tera-blast, supercell-slam"
102,Exeggcute,Grass,Psychic,Chlorophyll,NULL,Harvest,50,65,60,40,80,60,45,40,325,5.5 lbs.,"1'04""",Egg Pokémon,Grass,NULL,"swords-dance, headbutt, take-down, double-edge, psybeam, strength, absorb, mega-drain, leech-seed, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, confusion, psychic, hypnosis, rage, teleport, mimic, double-team, light-screen, reflect, bide, self-destruct, egg-bomb, dream-eater, barrage, flash, psywave, explosion, rest, substitute, thief, nightmare, snore, curse, protect, sludge-bomb, giga-drain, endure, rollout, swagger, attract, sleep-talk, return, frustration, synthesis, moonlight, hidden-power, sunny-day, psych-up, ancient-power, uproar, facade, nature-power, helping-hand, trick, ingrain, skill-swap, imprison, secret-power, extrasensory, bullet-seed, block, gravity, natural-gift, lucky-chant, power-swap, worry-seed, seed-bomb, energy-ball, zen-headbutt, trick-room, leaf-storm, captivate, grass-knot, psyshock, telekinesis, round, stored-power, bestow, grassy-terrain, confide, infestation, grassy-glide, tera-blast, psychic-noise"
103,Exeggutor,Grass,Psychic,Chlorophyll,NULL,Harvest,50,186,95,95,85,125,75,55,530,264.6 lbs.,"6'07""",Coconut Pokémon,Grass,NULL,"swords-dance, stomp, headbutt, body-slam, take-down, double-edge, psybeam, hyper-beam, low-kick, strength, absorb, mega-drain, leech-seed, solar-beam, stun-spore, earthquake, toxic, confusion, psychic, hypnosis, rage, teleport, mimic, double-team, light-screen, reflect, bide, self-destruct, egg-bomb, dream-eater, barrage, flash, psywave, explosion, rest, substitute, thief, nightmare, snore, curse, protect, sludge-bomb, giga-drain, endure, rollout, swagger, attract, sleep-talk, return, frustration, synthesis, hidden-power, sunny-day, psych-up, ancient-power, future-sight, uproar, facade, nature-power, helping-hand, trick, skill-swap, imprison, secret-power, extrasensory, bullet-seed, block, magical-leaf, calm-mind, gravity, natural-gift, power-swap, worry-seed, seed-bomb, energy-ball, giga-impact, psycho-cut, zen-headbutt, trick-room, leaf-storm, power-whip, captivate, grass-knot, wood-hammer, psyshock, telekinesis, round, stored-power, bulldoze, grassy-terrain, confide, infestation, psychic-terrain, stomping-tantrum, expanding-force, grassy-glide, terrain-pulse, tera-blast, psychic-noise"
104,Cubone,Ground,NULL,Rock Head,Lightning Rod,Battle Armor,50,64,50,50,95,40,50,35,320,14.3 lbs.,"1'04""",Lonely Pokémon,Monster,NULL,"mega-punch, fire-punch, thunder-punch, swords-dance, double-kick, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, tail-whip, leer, growl, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, rage, mimic, screech, double-team, focus-energy, bide, bone-club, fire-blast, swift, skull-bash, bonemerang, rest, rock-slide, substitute, thief, snore, curse, protect, belly-drum, mud-slap, perish-song, icy-wind, detect, bone-rush, sandstorm, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, hidden-power, sunny-day, ancient-power, rock-smash, uproar, facade, focus-punch, brick-break, knock-off, endeavor, secret-power, rock-tomb, aerial-ace, iron-defense, natural-gift, fling, earth-power, rock-climb, iron-head, captivate, stealth-rock, smack-down, round, echoed-voice, chip-away, incinerate, retaliate, bulldoze, confide, power-up-punch, brutal-swing, stomping-tantrum, scorching-sands"
105,Marowak,Ground,NULL,Rock Head,Lightning Rod,Battle Armor,50,149,60,80,110,50,80,45,425,99.2 lbs.,"3'03""",Bone Keeper Pokémon,Monster,NULL,"mega-punch, fire-punch, thunder-punch, swords-dance, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, tail-whip, leer, growl, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, hyper-beam, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, rage, mimic, screech, double-team, focus-energy, bide, bone-club, fire-blast, swift, skull-bash, bonemerang, rest, rock-slide, substitute, thief, snore, curse, protect, mud-slap, icy-wind, detect, bone-rush, outrage, sandstorm, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, hidden-power, sunny-day, rock-smash, uproar, facade, focus-punch, brick-break, knock-off, endeavor, secret-power, rock-tomb, aerial-ace, iron-defense, natural-gift, fling, focus-blast, earth-power, giga-impact, rock-climb, iron-head, stone-edge, captivate, stealth-rock, smack-down, round, echoed-voice, incinerate, retaliate, bulldoze, confide, power-up-punch, laser-focus, throat-chop, brutal-swing, stomping-tantrum, scorching-sands"
106,Hitmonlee,Fighting,NULL,Limber,Reckless,Unburden,50,159,50,120,53,35,110,87,455,109.8 lbs.,"4'11""",Kicking Pokémon,Human-Like,NULL,"mega-punch, swords-dance, double-kick, mega-kick, jump-kick, rolling-kick, headbutt, tackle, body-slam, take-down, double-edge, submission, low-kick, counter, seismic-toss, strength, earthquake, toxic, meditate, rage, mimic, double-team, focus-energy, bide, metronome, swift, skull-bash, high-jump-kick, rest, rock-slide, substitute, thief, mind-reader, snore, curse, reversal, protect, mach-punch, scary-face, mud-slap, foresight, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, baton-pass, rapid-spin, hidden-power, rain-dance, sunny-day, rock-smash, fake-out, uproar, facade, focus-punch, taunt, helping-hand, role-play, superpower, revenge, brick-break, knock-off, endeavor, secret-power, blaze-kick, rock-tomb, bulk-up, bounce, covet, natural-gift, feint, close-combat, fling, sucker-punch, aura-sphere, poison-jab, vacuum-wave, focus-blast, giga-impact, bullet-punch, rock-climb, stone-edge, captivate, wide-guard, low-sweep, round, retaliate, bulldoze, work-up, confide, power-up-punch, laser-focus, throat-chop, lunge, stomping-tantrum, coaching, tera-blast, axe-kick, upper-hand"
107,Hitmonchan,Fighting,NULL,Keen Eye,Iron Fist,Inner Focus,50,159,50,105,79,35,110,76,455,110.7 lbs.,"4'07""",Punching Pokémon,Human-Like,NULL,"comet-punch, mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, leer, submission, low-kick, counter, seismic-toss, strength, earthquake, toxic, agility, rage, mimic, double-team, focus-energy, bide, metronome, swift, skull-bash, high-jump-kick, dizzy-punch, rest, rock-slide, substitute, thief, snore, curse, reversal, protect, mach-punch, scary-face, mud-slap, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, baton-pass, encore, pursuit, rapid-spin, hidden-power, rain-dance, sunny-day, rock-smash, fake-out, uproar, facade, focus-punch, taunt, helping-hand, role-play, revenge, brick-break, knock-off, endeavor, secret-power, rock-tomb, sky-uppercut, bulk-up, covet, natural-gift, feint, close-combat, fling, aura-sphere, poison-jab, drain-punch, vacuum-wave, focus-blast, giga-impact, bullet-punch, rock-climb, stone-edge, captivate, low-sweep, round, quick-guard, retaliate, bulldoze, work-up, confide, power-up-punch, laser-focus, throat-chop, coaching, tera-blast, trailblaze, upper-hand"
108,Lickitung,Normal,NULL,Own Tempo,Oblivious,Cloud Nine,50,77,90,55,75,60,75,30,385,144.4 lbs.,"3'11""",Licking Pokémon,Monster,NULL,"mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance, cut, bind, slam, stomp, mega-kick, headbutt, tackle, body-slam, wrap, take-down, thrash, double-edge, supersonic, disable, acid, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder, earthquake, fissure, dig, toxic, rage, mimic, screech, double-team, defense-curl, bide, lick, fire-blast, skull-bash, amnesia, dream-eater, rest, rock-slide, substitute, thief, nightmare, snore, curse, protect, belly-drum, mud-slap, icy-wind, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, magnitude, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, whirlpool, facade, focus-punch, smelling-salts, helping-hand, brick-break, knock-off, refresh, secret-power, rock-tomb, muddy-water, shock-wave, water-pulse, hammer-arm, natural-gift, fling, wring-out, me-first, aqua-tail, giga-impact, zen-headbutt, rock-climb, power-whip, captivate, round, chip-away, incinerate, retaliate, bulldoze, dragon-tail, work-up, belch, confide, power-up-punch, brutal-swing, stomping-tantrum, body-press, steel-roller, terrain-pulse"
109,Koffing,Poison,NULL,Levitate,NULL,NULL,50,68,40,65,95,60,45,35,340,2.2 lbs.,"2'00""",Poison Gas Pokémon,Amorphous,NULL,"headbutt, tackle, body-slam, take-down, flamethrower, psybeam, thunderbolt, thunder, toxic, rage, mimic, screech, double-team, smokescreen, haze, bide, self-destruct, smog, sludge, fire-blast, poison-gas, flash, psywave, explosion, rest, substitute, thief, snore, curse, spite, protect, scary-face, sludge-bomb, zap-cannon, destiny-bond, endure, rollout, swagger, attract, sleep-talk, return, frustration, pain-split, hidden-power, rain-dance, sunny-day, shadow-ball, uproar, stockpile, spit-up, swallow, torment, will-o-wisp, memento, facade, taunt, grudge, secret-power, shock-wave, gyro-ball, natural-gift, payback, assurance, toxic-spikes, dark-pulse, gunk-shot, captivate, venoshock, sludge-wave, acid-spray, round, clear-smog, incinerate, belch, confide, venom-drench, infestation, corrosive-gas, tera-blast"
